@W: CS133 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":137:30:137:41|Ignoring property syn_preserve
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[35] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[35] and merging bootROM[51]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[34][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[34] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[34] and merging bootROM[50]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[34] and merging bootROM[50]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[33][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[33] and merging bootROM[46]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[33] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[33] and merging bootROM[51]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[33] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[33] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[33] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[32][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[32] and merging bootROM[46]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[32] and merging bootROM[46]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[32] and merging bootROM[51]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[31][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[31] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[31] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[31] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[31] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[31] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[30][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[30] and merging bootROM[50]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[29][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[29] and merging bootROM[46]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[29] and merging bootROM[45]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[28][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[28] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[28] and merging bootROM[51]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[27][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[27] and merging bootROM[34]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[27] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[27] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[27] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[26][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[46]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[33]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[26] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[25][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[25] and merging bootROM[48]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[25] and merging bootROM[51]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[25] and merging bootROM[51]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[24][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[24] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[24] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[24] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[24] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[24] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[23][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[23] and merging bootROM[50]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[22][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[22] and merging bootROM[50]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[22] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[21][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[21] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[21] and merging bootROM[51]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[20][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[50]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[43]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[41]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[40]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[33]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[20] and merging bootROM[33]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[19][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[19] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[18][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[18] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[18] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[18] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[18] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Sharing sequential element bootROM[18] and merging bootROM[52]. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[17][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[16][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[15][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[14][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[13][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[12][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[11][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[2][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[1][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL113 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|Feedback mux created for signal bootROM[0][31:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[1][5:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[11][4:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[11][1:0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[12][5:0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[13][2:1] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[15][31:0] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[16][22:21] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[16][20] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[16][19:18] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[16][14:13] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[16][6:5] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[17][31:7] assign 0, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[17][5:3] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[17][2:0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[19][3:0] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[20][31:25] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[20][24] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[20][23] assign 0, register removed by optimization
